file	line	term	sense	confidence	proposed	context
CHANGELOG.md	262	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	had left all three picking one process type's container through a heuristic
CHANGELOG.md	269	process-level	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	running**. **Breaking:** a *process-level* `env:` key is no longer visible to
CHANGELOG.md	276	process types	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	codebase's process types. Max rather than "pick one" because a pick is not
CHANGELOG.md	284	process_type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	migrate task definition carry `service.name=api` with `docex.process_type`
CHANGELOG.md	290	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	- **A `scheduler` is a process type whose trigger is cron** (mod 103), not its
CHANGELOG.md	292	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	every sibling process type; the Ofelia container key and the INI job name are
CHANGELOG.md	294	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	for every process type including a cron job — any other answer means two
CHANGELOG.md	297	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	process type is built by `compose up --build`), and no `prod`-stage build
CHANGELOG.md	316	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	core process type (still the simple name for a backing service), and
CHANGELOG.md	321	process types	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	- **Fixed no longer publishes host ports for non-`web` core process types.** The
CHANGELOG.md	326	core services	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	- **Doctrine: "core services never share code" is re-scoped to core service
CHANGELOG.md	326	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	- **Doctrine: "core services never share code" is re-scoped to core service
CHANGELOG.md	327	process types	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	*sources*.** Sibling process types are one codebase, so nothing is shared and
CHANGELOG.md	329	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	answer is a process type, not a second core service. Composition-root
CHANGELOG.md	329	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	answer is a process type, not a second core service. Composition-root
CHANGELOG.md	333	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	adapter for every mechanism regardless of which process type is running, which
CHANGELOG.md	345	primary_process	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	(mod 099): `primary_process()`, `compose_service_key()`, and both copies of the
CHANGELOG.md	361	ProcessType	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	`ProcessType.consumes_refs()` so the dots-for-reference rule lives in exactly
CHANGELOG.md	388	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	every core process type declaring a `consumes` target whose endpoint is new in
CHANGELOG.md	396	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	no process type registers nothing, so ordinary image-tag releases pay one extra
CHANGELOG.md	401	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	- **The elastic HCL emitter never emitted a process type's `command`** (mod 108,
CHANGELOG.md	405	process types	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	serves N process types, at most one could be correct. This inverted
CHANGELOG.md	406	Core Service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	[`infrastructure.md § Core Service Containers`](./doctrine/infrastructure/infrastructure.md#core-service-containers),
CHANGELOG.md	407	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	which says the `CMD` "is not used" and each process type's `command` is "what
CHANGELOG.md	416	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	happen to match each codebase's *first* process type, so only a **second**
CHANGELOG.md	417	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	process type is visibly wrong (and before CICL v2 there were none); no HCL test
CHANGELOG.md	424	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	`target_extras`, so no transfer table can override which process type a
CHANGELOG.md	445	process-scoped	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	once the field became process-scoped it was permanently `None` and the gate
CHANGELOG.md	469	core_services	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	as literal text** (mod 097). `${core_services.my-api.web.host}` matched
CHANGELOG.md	486	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	foundations** (mods 099, 100). A process type named `otelcol` renders
CHANGELOG.md	510	process type	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	reported whichever process type sorted lowest — for a codebase with `web`,
CHANGELOG.md	515	process types	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	process types by construction). The identity now de-qualifies to the codebase
CHANGELOG.md	543	process types	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	The sidecar count is a **sum** over a codebase's non-`scheduler` process types
CHANGELOG.md	579	core services	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	- **`config:` block on core services** (mod 078) + `cicl/categories.py`, the
CHANGELOG.md	643	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	`scheduler`-role core service has no exec-able container in the `test` stack
CHANGELOG.md	793	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	flow tests — integration tests that drive a whole core service from the
CHANGELOG.md	980	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	- New bundled **`scheduler` role** — a core service that runs the project's image
CHANGELOG.md	1017	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	core service that declares `health_check_path`, not only those on the `web`
CHANGELOG.md	1022	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	`infrastructure.md`'s "any core service that declares a `health_check_path`."
CHANGELOG.md	1157	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	partial bring-up (Gap K).** `run_up` now scans each core service's
CHANGELOG.md	1357	core_services	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	Narrowed `_gate_health_endpoints` to look up `infra.core_services`
CHANGELOG.md	1748	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	core service gets a paired OTel Collector sidecar exporting to the
CHANGELOG.md	1843	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	`OTEL_RESOURCE_ATTRIBUTES` injected on every core service's env block;
CHANGELOG.md	1847	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	- OTel Collector sidecar emitted alongside every core service on both
CHANGELOG.md	1982	core services	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	shared between core services and container-backing services;
CHANGELOG.md	1984	core services	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	on schema-owning core services. Bundled engines (postgres, redis,
CHANGELOG.md	2019	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	- `PROJECT_VERSION` env var, doctrine-injected on every core service
CHANGELOG.md	2029	core_services	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	`core_services.<svc>.env` or `.secrets` fails compile (doctrine
CHANGELOG.md	2059	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	- `health_check_path: /health` on a `web`-network core service now
CHANGELOG.md	2373	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	project zone), and one ECR repository per core service. Each env's
CHANGELOG.md	2459	core services	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	any port, including 80/443. Non-web core services are unchanged.
CHANGELOG.md	2501	core service	FROZEN_HISTORY	policy	(append 1.7.0 entry only)	- **Core-service `secrets:` block.** A core service can declare bespoke,
docex/doctrine_excerpts/backing_service.md	10	core service	CB	high	codebase	The `schema_owned_by:` field on database roles (e.g. `relational_db`) names the core service that owns and migrates the schema; this is doctrine-enfor
docex/doctrine_excerpts/build_image.md	3	core service	CB	high	codebase	A docker container image built from a core service's source via `docker buildx`, tagged with the project's version, and pushed to the `container_regis
docex/doctrine_excerpts/build_image.md	3	core service	CB	high	codebase	A docker container image built from a core service's source via `docker buildx`, tagged with the project's version, and pushed to the `container_regis
docex/doctrine_excerpts/build_image.md	7	Core Service	AMBIG	mixed	codebase? or KEEP?	The image's Dockerfile must declare four canonical stages (`build`, `dev`, `prod`, `test`) — this is a strict doctrine rule, not a convention. See `in
docex/doctrine_excerpts/container_registry.md	3	core service	CB	high	codebase	Where the project's core service images are pushed (by `docex containerize`) and pulled from at release time.
docex/doctrine_excerpts/core_service.md	1	core_service	AMBIG	low	codebase? or KEEP?	# core_service
docex/doctrine_excerpts/core_service.md	7	Core services	CB	high	codebase	1. **Core services never share code.** Separation of concerns is enforced architecturally. All that ties core services together is a shared purpose, s
docex/doctrine_excerpts/core_service.md	7	core services	CB	high	codebase	1. **Core services never share code.** Separation of concerns is enforced architecturally. All that ties core services together is a shared purpose, s
docex/doctrine_excerpts/core_service.md	8	Core services	PROTECTED_NEARBY	review	codebase? or KEEP?	2. **Core services execute as stateless processes** (12-factor). Persistent state lives in backing services. A core service must be safe to terminate,
docex/doctrine_excerpts/core_service.md	8	core service	PROTECTED_NEARBY	review	codebase? or KEEP?	2. **Core services execute as stateless processes** (12-factor). Persistent state lives in backing services. A core service must be safe to terminate,
docex/doctrine_excerpts/core_service.md	10	Core services	AMBIG	low	codebase? or KEEP?	Core services declare `resources:` (CPU, memory, optional disk/GPU) in `infra.yml`; the compiler translates this to compose `deploy.resources` or Farg
docex/doctrine_excerpts/index.yml	16	core_service	IDENT	high	codebase	core_service: core_service.md
docex/doctrine_excerpts/index.yml	16	core_service	IDENT	high	codebase	core_service: core_service.md
docex/doctrine_excerpts/reverse_proxy.md	7	core services	AMBIG	low	codebase? or KEEP?	- **Elastic: AWS ALB.** One ALB per environment in the env's public subnets, listening on 443 with the project's ACM cert. Doctrine-provisioned (not d
docex/doctrine_excerpts/service_discovery.md	6	core services	AMBIG	low	codebase? or KEEP?	- **Elastic:** AWS Cloud Map + ECS Service Connect. Each environment's ECS namespace registers core services by their short name; consumers reach them
docex/doctrine_excerpts/service_discovery.md	8	core service	AMBIG	low	codebase? or KEEP?	In both cases the *connection string* a core service builds looks the same — only the resolution mechanism underneath differs.
docex/plans/advances/005_process_type_solidification/service_connect_reconcile_trigger.md	132	process type	SVC	high	core service(s)	Redeploy process type `P` iff some running task of `P` started before the
docex/plans/advances/005_process_type_solidification/uses_relation_merge.md	21	core service	AMBIG	low	codebase? or KEEP?	emits compose `depends_on` / `condition:` on core service blocks. Not
docex/plans/advances/005_process_type_solidification/uses_relation_merge.md	33	process type	SVC	high	core service(s)	does this process type talk to?* The split forces prose that exists only to
docex/plans/advances/005_process_type_solidification/uses_relation_merge.md	59	process type	SVC	high	core service(s)	when the target is a core process type, fatal when it is a backing service —
docex/plans/advances/005_process_type_solidification/uses_relation_merge.md	130	core service	AMBIG	low	codebase? or KEEP?	gate proves the schema-owning database healthy before any core service starts.
docex/plans/advances/005_process_type_solidification/uses_relation_merge.md	141	process type	SVC	high	core service(s)	- **Honest for the numerically dominant case.** A typical process type names
docex/plans/advances/005_process_type_solidification/uses_relation_merge.md	148	process type	SVC	high	core service(s)	**derived** vocabulary — "a process type that is used by another is a
docex/plans/advances/005_process_type_solidification/uses_relation_merge.md	172	process type	SVC	high	core service(s)	service* embedding a core process type's part (a CORS origin, say) survives,
docex/plans/advances/005_process_type_solidification/uses_relation_merge.md	190	process type	SVC	high	core service(s)	column: "core (process type), backing"), though nothing in the doctrine
docex/plans/advances/005_process_type_solidification/uses_relation_merge.md	194	process types	SVC	high	core service(s)	`uses` is declarable **only by core process types**. Where an engine genuinely
docex/plans/advances/005_process_type_solidification/uses_relation_merge.md	206	Process Types	SVC	high	core service(s)	the paragraph at 107; § Process Types field-scoping table; § Service Fields
docex/plans/advances/005_process_type_solidification/uses_relation_merge.md	227	core service	AMBIG	low	codebase? or KEEP?	- `telemetry_infra.md` — line 240 mentions the core service not declaring a
docex/plans/advances/005_process_type_solidification/uses_relation_merge.md	238	process type	SVC	high	core service(s)	the same process type, delete `depends_on` from backing services).
docex/plans/advances/005_process_type_solidification/uses_relation_merge.md	251	core service	AMBIG	low	codebase? or KEEP?	form (`role`, `port`, `depends_on` directly on the core service), which
docex/plans/core/compiler.md	58	ProcessType	IDENT	high	CoreService	- **`ProcessType` / `ProcessRef`** (`cicl/model.py`, mod 096) — `ProcessType` is one named way of invoking a core service's build artifact (`role`, `c
docex/plans/core/compiler.md	58	ProcessType	IDENT	high	CoreService	- **`ProcessType` / `ProcessRef`** (`cicl/model.py`, mod 096) — `ProcessType` is one named way of invoking a core service's build artifact (`role`, `c
docex/plans/core/compiler.md	58	ProcessRef	IDENT	high	ServiceRef	- **`ProcessType` / `ProcessRef`** (`cicl/model.py`, mod 096) — `ProcessType` is one named way of invoking a core service's build artifact (`role`, `c
docex/plans/core/compiler.md	58	ProcessRef	IDENT	high	ServiceRef	- **`ProcessType` / `ProcessRef`** (`cicl/model.py`, mod 096) — `ProcessType` is one named way of invoking a core service's build artifact (`role`, `c
docex/plans/core/compiler.md	58	Process Types	SVC	high	core service(s)	- **`ProcessType` / `ProcessRef`** (`cicl/model.py`, mod 096) — `ProcessType` is one named way of invoking a core service's build artifact (`role`, `c
docex/plans/core/compiler.md	58	process-types	SVC	high	core service(s)	- **`ProcessType` / `ProcessRef`** (`cicl/model.py`, mod 096) — `ProcessType` is one named way of invoking a core service's build artifact (`role`, `c
docex/plans/core/compiler.md	58	core service	CB	high	codebase	- **`ProcessType` / `ProcessRef`** (`cicl/model.py`, mod 096) — `ProcessType` is one named way of invoking a core service's build artifact (`role`, `c
docex/plans/core/compiler.md	71	process types	SVC	high	core service(s)	- **`MagicRefResolver`** — resolves a magic ref against the named service's engine `provides:` block. State (compile contexts, engines, foundation) is
docex/plans/core/compiler.md	71	process dimension	SVC	high	service dimension	- **`MagicRefResolver`** — resolves a magic ref against the named service's engine `provides:` block. State (compile contexts, engines, foundation) is
docex/plans/core/compiler.md	71	core services	AMBIG	low	codebase? or KEEP?	- **`MagicRefResolver`** — resolves a magic ref against the named service's engine `provides:` block. State (compile contexts, engines, foundation) is
docex/plans/core/compiler.md	74	core_services	AMBIG	low	codebase? or KEEP?	${core_services.<service>.<process>.<part>}     # four segments — api.web.host
docex/plans/core/compiler.md	78	process type	SVC	high	core service(s)	A core ref resolves against the **compiled** identity (`api-web`), which is what `contexts` and `engines` are keyed on. A process type may not referen
docex/plans/core/compiler.md	80	core_services	AMBIG	low	codebase? or KEEP?	- **Parse generically, then arity-check by kind** (mod 097). `_MAGIC_RE` matches *any* `${core_services.…}` / `${backing_services.…}`, whatever its bo
docex/plans/core/compiler.md	98	core service	AMBIG	low	codebase? or KEEP?	Mod 096. One core service key in `infra.yml` maps to **N** `CompiledService`
docex/plans/core/compiler.md	99	process type	SVC	high	core service(s)	objects, one per [process type](../../../doctrine/infrastructure/cicl.md#process-types) —
docex/plans/core/compiler.md	99	process-types	SVC	high	core service(s)	objects, one per [process type](../../../doctrine/infrastructure/cicl.md#process-types) —
docex/plans/core/compiler.md	103	CoreService	IDENT	high	Codebase	CoreService(api) × {web, worker, nightly_cleanup}
docex/plans/core/compiler.md	104	core_service	AMBIG	low	codebase? or KEEP?	-> CompiledService(name="api-web",    core_service="api", process="web")
docex/plans/core/compiler.md	105	core_service	AMBIG	low	codebase? or KEEP?	-> CompiledService(name="api-worker", core_service="api", process="worker")
docex/plans/core/compiler.md	124	core_service	CB	high	codebase	| image ref + the `ecr_repository_<svc>_url` remote-state output | `core_service` |
docex/plans/core/compiler.md	125	core_services	AMBIG	low	codebase? or KEEP?	| the project-tier ECR repo set (`emit_hcl_project`) | `list(infra.core_services)` |
docex/plans/core/compiler.md	126	core_service	CB	high	codebase	| `schema_owned_by` / which codebase owns migrations | `core_service` |
docex/plans/core/compiler.md	127	core_service	AMBIG	low	codebase? or KEEP?	| the `core/<svc>/` source folder — compose bind mounts and build context | `core_service` |
docex/plans/core/compiler.md	128	core_service	AMBIG	low	codebase? or KEEP?	| the migrate task-def family and address | `codebase_global_name` / `core_service` |
docex/plans/core/compiler.md	130	core_service	AMBIG	low	codebase? or KEEP?	`CompiledService` therefore carries `core_service`, `process`,
docex/plans/core/compiler.md	136	process-level	SVC	high	service-level	**excluding** any process-level `env:` overlay. The migrate task definition
docex/plans/core/compiler.md	138	process-level	SVC	high	service-level	depend only on codebase-scoped env — a process-level `DATABASE_*` would
docex/plans/core/compiler.md	139	process type	SVC	high	core service(s)	otherwise make a migration silently dependent on which process type it happened
docex/plans/core/compiler.md	149	core_service	AMBIG	low	codebase? or KEEP?	| `docex.core_service` | `api` | `api` |
docex/plans/core/compiler.md	150	process_type	SVC	high	core service(s)	| `docex.process_type` | `web` | *absent* |
docex/plans/core/compiler.md	152	process_type	SVC	high	core service(s)	So `docex.process_type` is present **iff** the emitter is a declared process
docex/plans/core/compiler.md	155	process type	SVC	high	core service(s)	and the migrate task definition the compiled identity of whichever process type
docex/plans/core/compiler.md	157	process type	SVC	high	core service(s)	and an identity that moved when an unrelated process type was renamed. Note the
docex/plans/core/compiler.md	159	process-scoped	SVC	high	service-scoped	per-codebase artifact reading a process-scoped value — and both are fixed
docex/plans/core/compiler.md	186	process type	SVC	high	core service(s)	**exactly one entry per process type** no matter what `replicas` says. Four
docex/plans/core/compiler.md	187	process type	SVC	high	core service(s)	`api.worker` replicas are one process type, one contract, one health target,
docex/plans/core/compiler.md	194	process type	SVC	high	core service(s)	one task definition per process type, as before. No `deployment_configuration`
docex/plans/core/compiler.md	230	process types	SVC	high	core service(s)	mod 096 stopped non-`web` core process types from publishing host ports and
docex/plans/core/compiler.md	238	process type	SVC	high	core service(s)	for *picking a representative* process type, because every such rule is
docex/plans/core/compiler.md	239	process types	SVC	high	core service(s)	unstable under renames of process types that have nothing to do with the
docex/plans/core/compiler.md	253	process type	SVC	high	core service(s)	process type's overlay. That is what makes *`migrate.sh`, `test.sh` and
docex/plans/core/compiler.md	255	process-level	SVC	high	service-level	than a convention: a process-level key is not discouraged there, it is absent.
docex/plans/core/compiler.md	270	process type	SVC	high	core service(s)	process type of a schema-owning codebase); the "exactly one" invariant comes
docex/plans/core/compiler.md	275	process type	SVC	high	core service(s)	the migration's size cannot move because an unrelated process type was renamed
docex/plans/core/compiler.md	294	process type	SVC	high	core service(s)	process type's policy and requires agreement rather than reading one.
docex/plans/core/compiler.md	298	process type	SVC	high	core service(s)	A `scheduler` process type has no long-running container in any env. What it
docex/plans/core/compiler.md	299	process type	SVC	high	core service(s)	emits is a **trigger**, one per process type, keyed on the two-segment identity:
docex/plans/core/compiler.md	305	process type	SVC	high	core service(s)	every sibling process type runs. `test` drops the trigger entirely (mod 073),
docex/plans/core/compiler.md	306	process type	SVC	high	core service(s)	so in `test` a scheduler process type contributes nothing at all and its
docex/plans/core/compiler.md	311	process type	SVC	high	core service(s)	**No sidecar for a `scheduler` process type.** Per-process is strictly better
docex/plans/core/compiler.md	369	process type	SVC	high	core service(s)	per process type, so `replicas: 4` renders one `api.worker`. See
docex/plans/core/compiler.md	374	process type	SVC	high	core service(s)	The compiler always joins parts with `_` internally; the policy decides what reaches the artifact. For the `web` process type of core service `api` in
docex/plans/core/compiler.md	374	core service	CB	high	codebase	The compiler always joins parts with `_` internally; the policy decides what reaches the artifact. For the `web` process type of core service `api` in
docex/plans/core/compiler.md	376	process type	SVC	high	core service(s)	1. Internal form: `docex_smoke_elastic_stage_api_web` — four segments for a core process type, three (`{project}_{env}_{service}`) for a backing servi
docex/plans/core/compiler.md	403	core service	AMBIG	low	codebase? or KEEP?	The elastic test project's `web` core service declares:
docex/plans/core/compiler.md	413	core_services	AMBIG	low	codebase? or KEEP?	2. **Resolve engine per service**. `compile_env(env="stage", foundation="elastic")` walks `infra.yml`'s `core_services` and `backing_services`. For `a
docex/plans/core/compiler.md	482	process type	SVC	high	core service(s)	- Every magic ref is matched by the edge **its kind calls for** (rule 7, kind-aware since mod 098): a ref to a **backing service** by a `depends_on` e
docex/plans/core/compiler.md	482	process type	SVC	high	core service(s)	- Every magic ref is matched by the edge **its kind calls for** (rule 7, kind-aware since mod 098): a ref to a **backing service** by a `depends_on` e
docex/plans/core/compiler.md	482	process type	SVC	high	core service(s)	- Every magic ref is matched by the edge **its kind calls for** (rule 7, kind-aware since mod 098): a ref to a **backing service** by a `depends_on` e
docex/plans/core/compiler.md	482	core service	CB	high	codebase	- Every magic ref is matched by the edge **its kind calls for** (rule 7, kind-aware since mod 098): a ref to a **backing service** by a `depends_on` e
docex/plans/core/compiler.md	485	process type	SVC	high	core service(s)	- Per process type, the *effective* `env` (service-level merged under process-level) does not overlap the service's `secrets` / `config` (rule 16, mod
docex/plans/core/compiler.md	485	process-level	SVC	high	service-level	- Per process type, the *effective* `env` (service-level merged under process-level) does not overlap the service's `secrets` / `config` (rule 16, mod
docex/plans/core/compiler.md	488	process types	SVC	high	core service(s)	- Rendered data-plane identities are unique after naming-policy normalization, across core process types, backing services, **and the derivatives the 
docex/plans/core/compiler.md	488	process type	SVC	high	core service(s)	- Rendered data-plane identities are unique after naming-policy normalization, across core process types, backing services, **and the derivatives the 
docex/plans/core/compiler.md	488	process type	SVC	high	core service(s)	- Rendered data-plane identities are unique after naming-policy normalization, across core process types, backing services, **and the derivatives the 
docex/plans/core/compiler.md	488	process type	SVC	high	core service(s)	- Rendered data-plane identities are unique after naming-policy normalization, across core process types, backing services, **and the derivatives the 
docex/plans/core/compiler.md	489	process type	SVC	high	core service(s)	- `depends_on` names backing services only; a core process type in a `depends_on` list is an error pointing at `consumes:` (rule 24, mod 096). Because
docex/plans/core/compiler.md	489	process types	SVC	high	core service(s)	- `depends_on` names backing services only; a core process type in a `depends_on` list is an error pointing at `consumes:` (rule 24, mod 096). Because
docex/plans/core/compiler.md	490	ProcessRef	IDENT	high	ServiceRef	- `consumes` names only core process types, fully qualified as `<service>.<process>`; a bare name is an error, not shorthand, and a process type may n
docex/plans/core/compiler.md	490	process types	SVC	high	core service(s)	- `consumes` names only core process types, fully qualified as `<service>.<process>`; a bare name is an error, not shorthand, and a process type may n
docex/plans/core/compiler.md	490	process type	SVC	high	core service(s)	- `consumes` names only core process types, fully qualified as `<service>.<process>`; a bare name is an error, not shorthand, and a process type may n
docex/plans/core/compiler.md	490	process type	SVC	high	core service(s)	- `consumes` names only core process types, fully qualified as `<service>.<process>`; a bare name is an error, not shorthand, and a process type may n
docex/plans/core/compiler.md	491	ProcessType	IDENT	high	CoreService	- The `consumes` **parse lives on the model**, as `ProcessType.consumes_refs()` (mod 101). It normalizes to dotted form and drops entries that do not 
docex/plans/core/compiler.md	491	ProcessRef	IDENT	high	ServiceRef	- The `consumes` **parse lives on the model**, as `ProcessType.consumes_refs()` (mod 101). It normalizes to dotted form and drops entries that do not 
docex/plans/core/compiler.md	492	process types	SVC	high	core service(s)	- `replicas` is not declared on a `scheduler`, and `worker` / `scheduler` process types do not declare `web` in `networks` (rules 26 + 27, mod 096) — 
docex/plans/core/compiler.md	493	domain_default_process	KEY_FIELD	high	domain_default_service	- Per-process re-scoping of rules 10, 11, 12, 14, 15 and 28 (mod 096): resources, GPU-on-elastic, `domain_default_process`, the reserved-name blacklis
docex/plans/core/compiler.md	503	all_processes	IDENT	high	*_service	| How the compiler walks services | `src/docex/cicl/compile.py` — the work list in `compile_env` pairs each backing service with each `(service, proce
docex/plans/core/compiler.md	505	ProcessType	IDENT	high	CoreService	| What a core service may declare, and at which level | `src/docex/cicl/model.py` (`CoreService` is `extra="forbid"` over `{processes, secrets, config
